"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  $","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  $","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
90.,"($) C&F Home Shiloh Sea Glass Queen Coverlet Set Cotton Reversible Machine Washable Lightweight Bedspread Coverlet Full/Queen 3 Piece Set Green","B0CJ5D8LKQ","https://www.amazon.com/dp/B0CJ5D8LKQ?psc=1","https://m.media-amazon.com/images/I/81eBuXLQdKL._AC_SX355_.jpg","C&F Home",183.85,0,0,"N/A",0,0,139,4957738,"US","N/A",1,"N/A",0,"N/A",0,"Plum & Post","Home & Kitchen","N/A","N/A","N/A","N/A","N/A","N/A","Sponsored","No","N/A","Plum & Post"
91.,"($) Cotton Quilt Sets Queen Size 90x98 Soft Lightweight Bedspread Cozy Striped Quilted Bedding with 2 Shams Decorative Coverlet Set for All Season, Sage Green","B0H33GDVSP","https://www.amazon.com/dp/B0H33GDVSP?psc=1","https://m.media-amazon.com/images/I/81lap27KubL._AC_SY355_.jpg","NEPHEALIS",107.09,38,7,"N/A",5388.9,774.85,154,732773,"CN",23.53,1,4.7,10,7,0,"NEPHEALIS","Home & Kitchen","Large Standard-Size","FBA","16.89 x 5.16 x 12.56 in",6.08,"N/A","May 27, 2026","Sponsored","No",4,"NEPHEALIS"
92.,"($) Quilt Set Oversized King Size 120x128 Luxurious Velvet Bedding Sets with 2 Pillow Shams 20x36 3 Pieces Ultra Soft Quilted Bedspread Coverlet Comforter for All Season, Cream White","B0D6R59RK8","https://www.amazon.com/dp/B0D6R59RK8?psc=1","https://m.media-amazon.com/images/I/711X2+WtsML._AC_SY355_.jpg","COCOPLOCEUS",159.99,1869,7,"N/A",226851.19,1036.4,178,73048,"CN",38.5,5,4.7,380,9,8,"cocoploceus home","Home & Kitchen","Large and Bulky","FBA","17.25 x 8.25 x 12.50 in",12.1,"N/A","Jun 10, 2024","Sponsored","No",27,"cocoploceus home"
93.,"DJY Quilt Queen Size, 3 Pcs Blue Floral Boho Bedspread Coverlet Bedding Set","B09721M4VC","https://www.amazon.com/dp/B09721M4VC?psc=1","https://m.media-amazon.com/images/I/71+m0gYsYCL._AC_SY355_.jpg","DJY",31.9,2554,132,100,106834.15,4995.27,75,27932,"HK",12.75,1,4.6,5021,8,"N/A","ZZDYUS","Home & Kitchen","Large Standard-Size","FBA","14.21 x 7.09 x 7.17 in",4.37,"N/A","Jun 10, 2021",,"No",63,"ZZDYUS"
94.,"EverGrace Stripe Channel Luxury Velvet Quilt Set Queen Size, Beige Taupe","B0CLYD4QDN","https://www.amazon.com/dp/B0CLYD4QDN?psc=1","https://m.media-amazon.com/images/I/81jkwF2sbPL._AC_SY355_.jpg","EverGrace",75.99,3363,141,100,278554.79,10507.12,72,6732,"CN",21.39,2,4.6,1658,9,86,"EverGrace","Home & Kitchen","Large Standard-Size","FBA","17.91 x 5.94 x 13.15 in",8,"N/A","Oct 27, 2023",,"No",35,"EverGrace"
95.,"Bedsure Floral Comforter Set Cute Bedding Set Queen Reversible Sage Green","B08P4SLD52","https://www.amazon.com/dp/B08P4SLD52?psc=1","https://m.media-amazon.com/images/I/91w-wkmF6uL._AC_SY355_.jpg","Bedsure",32.99,11222,1002,1000,470324.24,33072.32,73,3400,"US",14.25,2,4.6,21657,8,197,"Bedsure","Home & Kitchen","Large Standard-Size","FBA","15.83 x 7.36 x 11.73 in",6.44,"N/A","Feb 19, 2021",,"No",67,"Bedsure"
96.,"($) Donna Sharp Rustic Paisley Cotton Queen Quilt Set, 90 x 90","B0D6XCQ3YV","https://www.amazon.com/dp/B0D6XCQ3YV?psc=1","https://m.media-amazon.com/images/I/911CGAa2xhL._AC_SY355_.jpg","Donna Sharp",152.99,47,2,"N/A",8014.84,357.94,58,418229,"US",35.2,2,4.6,90,6,"N/A","Your Home Style","Home & Kitchen","Large and Bulky","FBA","18.25 x 7.40 x 8.25 in",5.25,"N/A","Jun 12, 2024","Sponsored","No",27,"Your Home Style"
97.,"($) Reversible Quilt Queen Size with 2 Matching Quilted Pillow Shams, Sand","B076VC7JRC","https://www.amazon.com/dp/B076VC7JRC?psc=1","https://m.media-amazon.com/images/I/914BQQH7uoL._AC_SY355_.jpg","Southshore Fine Living, Inc.",54.74,1251,5,"N/A",69638.67,227.8,70,114972,"US",18.34,1,4.6,3034,8,13,"SouthShore Fine Living, Inc.","Home & Kitchen","Large Standard-Size","FBA","16.10 x 6.80 x 9.90 in",7,"N/A","Oct 26, 2017","Sponsored","No",107,"SouthShore Fine Living, Inc."
98.,"($) Navy Blue Quilt Set, Vintage 100% Cotton King Size Damask Coverlet","B0FZJ3ZFRS","https://www.amazon.com/dp/B0FZJ3ZFRS?psc=1","https://m.media-amazon.com/images/I/71V41u2JXnL._AC_SY355_.jpg","AJOCCI",112.99,1439,30,"N/A",135352.1,3391.15,66,72341,"CN",26.09,1,4.5,250,8,15,"MEIZIZI","Home & Kitchen","Large Standard-Size","FBA","15.91 x 5.24 x 11.77 in",7.89,"N/A","Nov 3, 2025","Sponsored","No",10,"MEIZIZI"
99.,"($) YAYIDAY Oversized Queen Quilt Set Patchwork Bedspread (110x118 Inch)","B0F92R6RR3","https://www.amazon.com/dp/B0F92R6RR3?psc=1","https://m.media-amazon.com/images/I/81HH4HEAxwL._AC_SY355_.jpg","YAYIDAY",129.99,99,3,"N/A",10858.36,330.31,68,292952,"CN",29.04,1,4.7,231,6,2,"YAYIDAY","Home & Kitchen","Large Standard-Size","FBA","16.57 x 5.51 x 13.74 in",9.52,"N/A","May 18, 2025","Sponsored","No",16,"YAYIDAY"
100.,"($) Queen Quilt Set, 3 Pieces Lightweight Microfiber Bedspread with 2 Pillow Shams, All Season Coverlet Bedding – Taupe Queen Set","B07FLH4X2Y","https://www.amazon.com/dp/B07FLH4X2Y?psc=1","https://m.media-amazon.com/images/I/81jWJ4aZypL._AC_SY355_.jpg","ANNA.Z HOME",6,32,8,"N/A",2087.29,457.06,125,403911,"US",18.84,1,4.3,1838,9,0,"ANNA.Z HOME","Home & Kitchen","Large Standard-Size","FBA","16.93 x 6.42 x 12.32 in",4.94,"N/A","Jul 14, 2018","Sponsored","No",98,"ANNA.Z HOME"
101.,"($) NEWLAKE Quilt Set Queen Size, 100% Cotton Patchwork Green Bohemian Quilt Sets, Reversible Bedspread Lightweight and Breathable for All Seasons, Soft Quilted Bedspread with 2 Pillow Shams","B07D4CQC61","https://www.amazon.com/dp/B07D4CQC61?psc=1","https://m.media-amazon.com/images/I/91cCiU6wjiL._AC_SY355_.jpg","NEWLAKE",78.99,3028,156,100,199035.26,11163.14,186,39111,"CN",21.07,1,4.6,10163,9,20,"Newlake Bedding","Home & Kitchen","Large Standard-Size","FBA","17.24 x 4.29 x 11.89 in",6,"N/A","May 16, 2018","Sponsored","No",100,"Newlake Bedding"
102.,"($) Lush Decor Ava Quilt Diamond Pattern Solid 3 Piece Oversized Bedding Blanket Bedspread Set - King - Neutral","B08KGTN6X7","https://www.amazon.com/dp/B08KGTN6X7?psc=1","https://m.media-amazon.com/images/I/81iZlUa7KzL._AC_SY355_.jpg","Lush Decor",69.99,46,5,"N/A",3401.84,350.82,107,825838,"AMZ",28.93,1,4.1,724,7,2,"Amazon","Home & Kitchen","Large and Bulky","AMZ","21.25 x 10.50 x 17.25 in",7.55,"N/A","Sep 30, 2020","Sponsored","No",72,"Amazon"
103.,"($) ENASAL Cotton Bedspread Quilt Sets Reversible Bedding Coverlet Sets Comforter, Vintage Floral Farmhouse Pastoral Turquoise Bedspread, Queen Size","B0C7QFWT4R","https://www.amazon.com/dp/B0C7QFWT4R?psc=1","https://m.media-amazon.com/images/I/719U7na5s9L._AC_SY355_.jpg","ENASAL",67.65,1053,60,"N/A",91914.43,4459.08,144,65428,"CN",18.98,2,4.7,707,9,12,"ENASAL","Home & Kitchen","Large Standard-Size","FBA","17.17 x 5.24 x 12.01 in",6.28,"N/A","Jun 11, 2023","Sponsored","No",39,"ENASAL"
104.,"($) DOWN HOME Queen Quilt Bedding Set with Shams, Vintage Washed Soft Quilted Blanket Thin Comforter Lightweight Bedspread Coverlet Bed Cover, Brushed Microfiber Stripe Stitching, Ash Gray, 86""x90""","B0FSRH7MY9","https://www.amazon.com/dp/B0FSRH7MY9?psc=1","https://m.media-amazon.com/images/I/81PjxE1oymL._AC_SY355_.jpg","DOWN HOME",42.99,1642,102,50,69129.27,4193.26,193,43204,"US",15.17,3,4.4,277,8,39,"Down Home Manufacturing LLC","Home & Kitchen","Large Standard-Size","FBA","17.40 x 6.30 x 6.65 in",4.85,"N/A","Sep 25, 2025","Sponsored","No",12,"Down Home Manufacturing LLC"
105.,"($) DOWN HOME Queen Quilt Bedding Set with Shams, Vintage Washed Quilted Blanket Thin Comforter Lightweight Bedspread Coverlet Bed Cover, Brushed Microfiber Stripe Stitching, Washed Terra, 86""x90""","B0FPR54YZR","https://www.amazon.com/dp/B0FPR54YZR?psc=1","https://m.media-amazon.com/images/I/81kULLlbsnL._AC_SY355_.jpg","DOWN HOME",42.99,1642,207,50,69129.27,8444.68,192,43204,"US",15.17,6,4.4,277,8,35,"Down Home Manufacturing LLC","Home & Kitchen","Large Standard-Size","FBA","17.36 x 6.38 x 6.54 in",4.43,"N/A","Sep 4, 2025","Sponsored","No",12,"Down Home Manufacturing LLC"
106.,"($) DOWN HOME 100% Cotton Sateen Quilt Set | Silky Soft & Breathable | Elegant Medallion Damask Pattern | Lightweight Cotton Fill | All-Season Bedding | Queen Size 3-Piece Set, Peony Beige, 86""X90""","B0GQ991LS1","https://www.amazon.com/dp/B0GQ991LS1?psc=1","https://m.media-amazon.com/images/I/81KsthoflRL._AC_SY355_.jpg","DOWN HOME",79.99,516,62,"N/A",41044.16,4663.56,193,114913,"US",20.91,1,4.4,52,9,"N/A","Down Home Manufacturing LLC","Home & Kitchen","Large Standard-Size","FBA","15.86 x 4.49 x 12.01 in",7.91,"N/A","Feb 25, 2026","Sponsored","No",7,"Down Home Manufacturing LLC"
107.,"($) DOWN HOME Lightweight Microfiber Quilt Set Queen Size – Pre-Washed Bedding with Stripe Stitching, All-Season Soft Thin Comforter – Includes 1 Quilt & 2 Pillow Shams, Beige, 86""x90""","B0H4YX1TH6","https://www.amazon.com/dp/B0H4YX1TH6?psc=1","https://m.media-amazon.com/images/I/81WmXsDLHpL._AC_SY355_.jpg","DOWN HOME",42.99,447,0,"N/A",18515.56,0,180,92156,"US",14.33,1,4.8,16,"N/A",0,"Down Home Manufacturing LLC","Home & Kitchen","Large Standard-Size","N/A","6.30 x 17.30 x 6.30 in",4.8,"N/A","Jun 11, 2026","Sponsored","No",3,"Down Home Manufacturing LLC"
108.,"($) DOWN HOME Crinkle Textured Velvet Quilt Set with Shams, All-Season Luxury Modern Bedding, Easy Care Comforter, Ultra-Soft, Lightweight & Breathable, Queen, Imperial Blue","B0G7X8PR3L","https://www.amazon.com/dp/B0G7X8PR3L?psc=1","https://m.media-amazon.com/images/I/71nk82OUeqL._AC_SY355_.jpg","DOWN HOME",69.99,55,2,"N/A",4235.22,146.15,169,267475,"US",19.39,2,4.3,55,8,5,"Down Home Manufacturing LLC","Home & Kitchen","Large Standard-Size","FBA","15.55 x 5.24 x 12.13 in",6.72,"N/A","Dec 16, 2025","Sponsored","No",9,"Down Home Manufacturing LLC"
109.,"($) Luxury Prewashed Microfiber Quilt Set Cali King Size – Ultra Soft Brushed Microfiber Bedding with 2 Shams, All-Season Lightweight Coverlet, Wrinkle & Fade Resistant (White, 3-Piece, 111""x92"")","B0H4Z53DG2","https://www.amazon.com/dp/B0H4Z53DG2?psc=1","https://m.media-amazon.com/images/I/71eO6dEBqTL._AC_SY355_.jpg","DOWN HOME",52.99,134,0,"N/A",5740.21,0,191,201636,"US",16.34,1,4.8,23,"N/A",0,"Down Home Manufacturing LLC","Home & Kitchen","Large Standard-Size","N/A","6.70 x 17.30 x 6.70 in",5.7,"N/A","Jun 11, 2026","Sponsored","No",3,"Down Home Manufacturing LLC"
110.,"($) DOWN HOME Queen Quilt Bedding Set with Shams, Vintage Washed Soft Quilted Blanket Thin Comforter Lightweight Bedspread Coverlet Bed Cover, Brushed Microfiber Stripe Stitching, Ash Gray, 86""x90""","B0FSRH7MY9","https://www.amazon.com/dp/B0FSRH7MY9?psc=1","https://m.media-amazon.com/images/I/81PjxE1oymL._AC_SY355_.jpg","DOWN HOME",42.99,1642,102,50,69129.27,4193.26,193,43204,"US",15.17,3,4.4,277,8,39,"Down Home Manufacturing LLC","Home & Kitchen","Large Standard-Size","FBA","17.40 x 6.30 x 6.65 in",4.85,"N/A","Sep 25, 2025","Sponsored","No",12,"Down Home Manufacturing LLC"
111.,"($) Queen Quilt Set with Shams Lightweight Quilted Bedspread Coverlet Thin Comforter Bed Cover Vintage Washed Quilted Blanket for All Season, Brushed Microfiber Diamond Stitching, Caramel Orange, 88""x92""","B0FWJSTP1N","https://www.amazon.com/dp/B0FWJSTP1N?psc=1","https://m.media-amazon.com/images/I/811v5x-2hKL._AC_SY355_.jpg","DOWN HOME",43.99,1638,66,"N/A",56640.72,2805.95,199,64094,"US",14.74,6,4.5,216,7,31,"Down Home Manufacturing LLC","Home & Kitchen","Large Standard-Size","FBA","17.32 x 7.17 x 7.20 in",4.94,"N/A","Oct 16, 2025","Sponsored","No",11,"Down Home Manufacturing LLC"
112.,"($) DOWN HOME Lightweight Microfiber Quilt Set Twin Size – Pre-Washed Bedding with Stripe Stitching, All-Season Soft Thin Comforter – 1 Quilt & 1 Pillow Sham, Terracotta Brown, 66""x92""","B0H4YN8TVL","https://www.amazon.com/dp/B0H4YN8TVL?psc=1","https://m.media-amazon.com/images/I/81aHzbTlrZL._AC_SY355_.jpg","DOWN HOME",36.99,447,0,"N/A",18515.56,0,180,92156,"US",13.26,1,4.8,16,"N/A",0,"Down Home Manufacturing LLC","Home & Kitchen","Large Standard-Size","N/A","5.90 x 17.30 x 5.90 in",3.5,"N/A","Jun 11, 2026","Sponsored","No",3,"Down Home Manufacturing LLC"
113.,"Levtex Home Cross Stitch Reversible King/Cal King Quilt Set (106x92in) and 2 Pillow Shams (36x20in) - Stitch Texture - Taupe - Cotton King Size Quilt Bedding Set - Lightweight Soft Pre-Washed","B07NQ1GLWH","https://www.amazon.com/dp/B07NQ1GLWH?psc=1","https://m.media-amazon.com/images/I/81oI4HaV-6L._AC_SY355_.jpg","Levtex Home",133.65,2072,19,"N/A",284115.7,2610.05,191,33874,"US",34.94,2,4.2,767,9,4,"Max&Taffy","Home & Kitchen","Large and Bulky","FBA","18.78 x 10.31 x 13.54 in",9.37,"N/A","Mar 12, 2021","Sponsored Brand Video","No",66,"Max&Taffy"
114.,"Levtex Home Pisa Reversible King/Cal King Quilt Set (106x92in) with 2 Pillow Shams (36x20in) - Floral Peacock - Grey, Taupe - 100% Cotton King Size Quilt Bedding Set - Lightweight, Soft, Pre-Washed","B082LPRVFM","https://www.amazon.com/dp/B082LPRVFM?psc=1","https://m.media-amazon.com/images/I/915bVORu+NL._AC_SY355_.jpg","Levtex Home",144.49,123,30,"N/A",17409.94,4562.29,197,218090,"US",35.78,3,4.6,265,9,1,"Max&Taffy","Home & Kitchen","Large and Bulky","FBA","16.50 x 10.00 x 14.00 in",8.25,"N/A","Dec 10, 2019","Sponsored Brand Video","No",81,"Max&Taffy"
115.,"Levtex Home - Ophelia Quilt Set - King Quilt and Two King Shams - Floral - Taupe Grey Cream Blush - Quilt (106x92in.) and Shams (20x36in.) - Reversible - Rayon/Cotton","B0BGT78Y76","https://www.amazon.com/dp/B0BGT78Y76?psc=1","https://m.media-amazon.com/images/I/91e9MrACNcL._AC_SY355_.jpg","Levtex Home",143.99,546,22,50,68461.74,3687.81,166,154489,"US",37.09,2,4.5,190,9,4,"Max&Taffy","Home & Kitchen","Large and Bulky","FBA","18.10 x 9.50 x 13.80 in",9.4,"N/A","Sep 29, 2022","Sponsored Brand Video","No",48,"Max&Taffy"
116.,"Anibedding Red Floral Quilt Set Queen Size Burgundy Bedding Sets 96""x90""","B0CXX81P6R","https://www.amazon.com/dp/B0CXX81P6R?psc=1","https://m.media-amazon.com/images/I/81JyTpMlgQL._AC_SY355_.jpg","Anibedding",29.63,2033,22,"N/A",72294.29,754.69,72,62642,"CN",13.43,3,4.6,1621,7,24,"qiersi US","Home & Kitchen","Large Standard-Size","FBA","15.00 x 6.57 x 7.40 in",4.28,"N/A","Apr 30, 2024",,"No",29,"qiersi US"
117.,"Oversized King Quilt Bedding Set with 2 Quilted Pillow Shams, Natural Beige","B0764H84J4","https://www.amazon.com/dp/B0764H84J4?psc=1","https://m.media-amazon.com/images/I/8196YctzxQL._AC_SY355_.jpg","Southshore Fine Living, Inc.",59.99,9580,171,300,519647.93,10237.92,75,6682,"US",18.32,2,4.6,13910,9,97,"SouthShore Fine Living, Inc.","Home & Kitchen","Large Standard-Size","FBA","15.91 x 7.20 x 11.26 in",8.22,"N/A","Jan 19, 2015",,"No",140,"SouthShore Fine Living, Inc."
118.,"Exclusivo Mezcla Full Queen Quilt Set, Brich Beige","B0DQWLBF2Z","https://www.amazon.com/dp/B0DQWLBF2Z?psc=1","https://m.media-amazon.com/images/I/81KUw0ijaPL._AC_SY355_.jpg","Exclusivo Mezcla",26.99,3789,251,300,114349.92,6900.57,50,18718,"CN",11.93,2,4.5,1288,6,84,"Exclusivo Mezcla","Home & Kitchen","Large Standard-Size","FBA","16.39 x 5.95 x 6.89 in",4.2,"N/A","Dec 19, 2024",,"No",21,"Exclusivo Mezcla"
119.,"($) Grassix 100% Cotton Quilt Set King Size, Paisley Design, Slate Blue","B0GX57QQRX","https://www.amazon.com/dp/B0GX57QQRX?psc=1","https://m.media-amazon.com/images/I/81hquN-yiIL._AC_SY355_.jpg","Grassix",109.99,92,4,"N/A",9736.09,486.72,67,448249,"CN",26.05,1,4.8,31,9,3,"LQY Home","Home & Kitchen","Large Standard-Size","FBA","4.50 x 16.00 x 12.00 in",9.2,"N/A","Apr 13, 2026","Sponsored","No",5,"LQY Home"
120.,"($) QSH Light Wheat Stonewashed Cotton Oversized King Quilt Bedspread (128""x120""), 3PCs Farmhouse Rustic Wave Pattern Bedspread California King, Soft Lightweight Crinkled Quilt Coverlet Bedding Set","B0G4LYVQCX","https://www.amazon.com/dp/B0G4LYVQCX?psc=1","https://m.media-amazon.com/images/I/81XGd7hohFL._AC_SY355_.jpg","QSH",189.99,559,36,"N/A",66141.17,6833.25,193,202066,"CN",44.78,2,4.5,1525,9,7,"Queen's House","Home & Kitchen","Large and Bulky","FBA","17.00 x 10.00 x 12.00 in",11.4,"N/A","Jan 21, 2026","Sponsored","No",8,"Queen's House"
121.,"($) Reversible Quilt Queen Size with 2 Matching Quilted Pillow Shams, Sand","B076VC7JRC","https://www.amazon.com/dp/B076VC7JRC?psc=1","https://m.media-amazon.com/images/I/914BQQH7uoL._AC_SY355_.jpg","Southshore Fine Living, Inc.",54.74,1251,5,"N/A",69638.67,227.8,70,114972,"US",18.34,1,4.6,3034,8,13,"SouthShore Fine Living, Inc.","Home & Kitchen","Large Standard-Size","FBA","16.10 x 6.80 x 9.90 in",7,"N/A","Oct 26, 2017","Sponsored","No",107,"SouthShore Fine Living, Inc."
122.,"($) Oversized King Quilt w/ 2 Matching Quilted Pillow Shams, Dark Taupe Quilts","B06X6L2258","https://www.amazon.com/dp/B06X6L2258?psc=1","https://m.media-amazon.com/images/I/81NZv0CyqyL._AC_SY355_.jpg","Southshore Fine Living, Inc.",59.99,9580,36,50,519647.93,2142.81,74,6682,"US",18.23,2,4.6,13910,9,97,"SouthShore Fine Living, Inc.","Home & Kitchen","Large Standard-Size","FBA","15.75 x 7.17 x 11.26 in",8.05,"N/A","Jan 19, 2015","Sponsored","No",140,"SouthShore Fine Living, Inc."
123.,"Dobuyly Queen Boho Stripe Quilt Set, Grey Black Lightweight Bedspread","B0FCFQJ398","https://www.amazon.com/dp/B0FCFQJ398?psc=1","https://m.media-amazon.com/images/I/81H4D0qan-L._AC_SY355_.jpg","Dobuyly",33.14,749,72,50,30502.24,2822.59,69,124848,"CN",13.89,1,4.6,191,9,11,"Shunai Bedding","Home & Kitchen","Large Standard-Size","FBA","14.84 x 6.89 x 7.32 in",4.28,"N/A","Aug 27, 2025",,"No",13,"Shunai Bedding"
124.,"akkialla King Quilt Bedding Set, Olive Green Ultrasonic King/Cal King Quilt Set, Lightweight Soft Bedspread Coverlet, Modern Style Coin Pattern Bed Cover for All Seasons, 3 Piece(1 Quilt, 2 Pillow Shams)","B0D86DTK5T","https://www.amazon.com/dp/B0D86DTK5T?psc=1","https://m.media-amazon.com/images/I/81wzhnilGhL._AC_SY355_.jpg","akkialla",27.99,6835,653,800,201928.95,18863.75,203,4733,"CN",13.23,1,4.4,2364,7,126,"Joer&Linry","Home & Kitchen","Large Standard-Size","FBA","13.66 x 4.80 x 10.12 in",5.51,"N/A","Jun 26, 2024",,"No",27,"Joer&Linry"
125.,"Davulos Queen Quilt Bedding Set, White Ultrasonic Full/Queen Quilt Set Reversible Microfiber Bedspread, Lightweight Soft Modern Geometric Coverlet Set for All Seasons(1 Quilt, 2 Pillow Shams)","B0DBVQ1LBS","https://www.amazon.com/dp/B0DBVQ1LBS?psc=1","https://m.media-amazon.com/images/I/81TsPxo1fTL._AC_SY355_.jpg","Davulos",23.99,3626,482,600,98349.8,11326.65,191,14287,"CN",11.58,2,4.5,649,8,42,"FANNOLI","Home & Kitchen","Large Standard-Size","FBA","13.62 x 5.71 x 10.47 in",4.45,"N/A","Aug 1, 2024",,"No",25,"FANNOLI"
126.,"WDCOZY 100% Cotton King Size Quilt Set, Channel Pick Stitch, Olive Green","B0F98V1ZD7","https://www.amazon.com/dp/B0F98V1ZD7?psc=1","https://m.media-amazon.com/images/I/91S0PcAHzmL._AC_SY355_.jpg","WDCOZY",75.99,1079,93,200,78925.8,7083.72,72,17275,"HK",20.64,1,4.3,531,9,66,"WDCOZY","Home & Kitchen","Large Standard-Size","FBA","17.13 x 5.51 x 12.48 in",8.99,"N/A","Jul 10, 2024",,"No",26,"WDCOZY"
127.,"($) FURRFREE Quilt Set - Lightweight Comforter for All Seasons Quilt Bedding Set, Pet Hair Repellent Bedding Light Pistachio Queen Quilt with 2 Pillow Shams","B0G6KS6ZTX","https://www.amazon.com/dp/B0G6KS6ZTX?psc=1","https://m.media-amazon.com/images/I/61dcToLWLJL._AC_SY355_.jpg","SLASHOP",99,26,2,"N/A",2846.64,191.79,152,362281,"US",21.45,1,4,8,6,1,"THE SLASHOP","Home & Kitchen","Large Standard-Size","FBA","4.72 x 16.38 x 12.83 in",4.96,"N/A","Dec 12, 2025","Sponsored","No",9,"THE SLASHOP"
128.,"($) California King Size Cotton Quilt Bedding Set with 2 Shams, 106""x118"" Breathable Coverlet Bedspread All Season Anti-Slip No Wrinkle Comforter Cover Duvet Insert Machine Washable, Sage Green","B0H33GSMN3","https://www.amazon.com/dp/B0H33GSMN3?psc=1","https://m.media-amazon.com/images/I/81axSh8rIpL._AC_SY355_.jpg","COCOPLOCEUS",155.99,89,2,"N/A",12772.57,351.63,189,421900,"CN",30.57,1,4.3,13,7,2,"cocoploceus home","Home & Kitchen","Large Standard-Size","FBA","3.00 x 13.00 x 10.00 in",3,"N/A","May 27, 2026","Sponsored","No",4,"cocoploceus home"
129.,"($) 100% Cotton King Size Quilt Set, Solid Retro Blue Paisley Bedspreads","B0FZJ1Q35V","https://www.amazon.com/dp/B0FZJ1Q35V?psc=1","https://m.media-amazon.com/images/I/91fUOfqNUpL._AC_SY355_.jpg","AJOCCI",116.99,1439,14,"N/A",135352.1,1507.69,68,72341,"CN",27.76,1,4.5,250,8,9,"MEIZIZI","Home & Kitchen","Large Standard-Size","FBA","15.83 x 5.71 x 11.69 in",8.18,"N/A","Nov 3, 2025","Sponsored","No",10,"MEIZIZI"
130.,"($) EVERGRACEHOME 100% Cotton Scalloped Quilt Set, King, Light Sage Green","B0GHY6VRB7","https://www.amazon.com/dp/B0GHY6VRB7?psc=1","https://m.media-amazon.com/images/I/81sFUCBifqL._AC_SY355_.jpg","EverGrace",123.49,688,136,50,80039.4,16327.82,69,64479,"US",28.74,1,4.4,30,9,14,"EVERGRACEHOME","Home & Kitchen","Large Standard-Size","FBA","17.04 x 5.12 x 13.19 in",11.16,"N/A","Jan 20, 2026","Sponsored","No",8,"EVERGRACEHOME"
131.,"Wake In Cloud - Floral Quilt Set, Coquette Cottagecore Shabby Chic Flower for Women Teen Girls, Reversible Lightweight Bedspread Coverlet, 3 Pieces, Light Pink, Twin/Twin XL Size","B0DJ5N1MZ3","https://www.amazon.com/dp/B0DJ5N1MZ3?psc=1","https://m.media-amazon.com/images/I/81WTs1RTL+L._AC_SY355_.jpg","Wake In Cloud",30.99,1331,172,100,39733.5,4934.39,178,31790,"AU",12.05,1,4.5,238,7,31,"Wake In Cloud","Home & Kitchen","Large Standard-Size","FBA","13.50 x 3.70 x 10.75 in",4.03,"N/A","Sep 28, 2024",,"No",24,"Wake In Cloud"
132.,"NEWLAKE Cotton Bedspread Quilt Sets-Reversible Patchwork Coverlet Set, European Gorgeous Floral Pattern, Queen Size","B078MH49YC","https://www.amazon.com/dp/B078MH49YC?psc=1","https://m.media-amazon.com/images/I/71Rkni+q4CL._AC_SY355_.jpg","NEWLAKE",45.79,1581,93,50,85854.07,4127.92,115,56865,"CN",14.93,1,4.6,7687,7,5,"Newlake Bedding","Home & Kitchen","Large Standard-Size","FBA","16.65 x 4.17 x 11.93 in",6.24,"N/A","Dec 26, 2017",,"No",105,"Newlake Bedding"
133.,"Exclusivo Mezcla Floral Reversible Quilts Queen Size Bedding Set, White","B0GKGJ3S4V","https://www.amazon.com/dp/B0GKGJ3S4V?psc=1","https://m.media-amazon.com/images/I/91QQp5N4+CL._AC_SY355_.jpg","Exclusivo Mezcla",25.19,2370,99,100,68896.76,2559.9,71,23208,"CN",11.74,1,4.6,152,6,38,"Exclusivo Mezcla","Home & Kitchen","Large Standard-Size","FBA","14.50 x 4.80 x 10.00 in",5.18,"N/A","Apr 19, 2026",,"No",5,"Exclusivo Mezcla"
134.,"EVERGRACEHOME 100% Cotton Paisley Quilt Set, King Size, Olive Green","B0DLGJ2XNM","https://www.amazon.com/dp/B0DLGJ2XNM?psc=1","https://m.media-amazon.com/images/I/81pXjuk3VzL._AC_SY355_.jpg","EverGrace",109.99,1948,135,200,189862.21,14818.3,67,20732,"US",26.22,1,4.5,690,8,59,"EVERGRACEHOME","Home & Kitchen","Large Standard-Size","FBA","17.04 x 5.20 x 13.30 in",9.5,"N/A","Oct 30, 2024",,"No",23,"EVERGRACEHOME"
135.,"Travan 3-Piece Quilt Set Quilted Bedspread Lightweight Coverlet Set Garden Style Floral Printed Oversized Quilted Bedding Set with Shams for All Season, Exquisite, Queen Size","B0BNNG9FC4","https://www.amazon.com/dp/B0BNNG9FC4?psc=1","https://m.media-amazon.com/images/I/91xACUrsS2L._AC_SY355_.jpg","Travan",49.99,4554,82,300,249561.68,3764.75,174,14391,"CN",15.39,1,4.6,14155,6,51,"Travan","Home & Kitchen","Large Standard-Size","FBA","16.38 x 3.86 x 12.32 in",5.51,"N/A","Mar 15, 2023",,"No",42,"Travan"
